"","measures","values","lower","upper"
"1","accuracy",0.761240786240786,0.757459832551318,0.765021739930255
"2","sensitivity",0.667083854818523,0.662904416627608,0.671263293009438
"3","specificity",0.766100381112331,0.762346177185148,0.769854585039515
"4","gmean",0.714879846834665,0.710875877448705,0.718883816220624
"5","auc",0.740491695622047,0.717668858931577,0.763314532312517
