"","measures","values","lower","upper"
"1","accuracy",0.921536098310292,0.91915130146014,0.923920895160443
"2","sensitivity",0.310387984981227,0.30628485642754,0.314491113534913
"3","specificity",0.953088653398811,0.951213374517269,0.954963932280353
"4","gmean",0.543900052065568,0.539482823979175,0.548317280151961
"5","auc",0.501160613611792,0.467746328371788,0.534574898851797
