"","measures","values","lower","upper"
"1","accuracy",0.729400113186191,0.724768187991756,0.734032038380626
"2","sensitivity",0.524052065647991,0.518845135396886,0.529258995899096
"3","specificity",0.740207905161886,0.73563592177308,0.744779888550692
"4","gmean",0.622822191085914,0.617768951099069,0.627875431072758
"5","auc",0.640499629396399,0.623937619725265,0.657061639067534
"6","cost_capture",38.8353757977794,38.3272412418274,39.3435103537314
