"","measures","values","lower","upper"
"1","accuracy",0.808432371250707,0.80432940704875,0.812535335452665
"2","sensitivity",0.783814374646293,0.779522620483252,0.788106128809334
"3","specificity",0.809728055282519,0.805635714512079,0.813820396052958
"4","gmean",0.796665857988672,0.792469639674528,0.800862076302816
"5","auc",0.878508447859156,0.869746194845673,0.887270700872639
