"","measures","values","lower","upper"
"1","accuracy",0.819038189533239,0.815024914490604,0.823051464575874
"2","sensitivity",0.780542986425339,0.776228525627217,0.784857447223462
"3","specificity",0.82106485617295,0.817069183190478,0.825060529155422
"4","gmean",0.800547571906958,0.796382076901138,0.804713066912778
"5","auc",0.881085108484372,0.871934305975284,0.89023591099346
"6","cost_capture",0,0,0
