"","measures","values","lower","upper"
"1","accuracy",0.827979115479116,NA,NA
"2","sensitivity",0.75982800982801,NA,NA
"3","specificity",0.831566015776542,NA,NA
"4","gmean",0.794888137292347,NA,NA
"5","auc",0.875199772442096,0.865863532941531,0.884536011942661
