"","measures","values","lower","upper"
"1","accuracy",0.783292383292383,0.779638461033056,0.78694630555171
"2","sensitivity",0.775969962453066,0.772272226939665,0.779667697966468
"3","specificity",0.783670305535818,0.780018690157946,0.78732192091369
"4","gmean",0.77981062929548,0.776135665932469,0.78348559265849
"5","auc",0.859600273871129,0.845616604180487,0.87358394356177
