"","measures","values","lower","upper"
"1","accuracy",0.824385749385749,0.821011280883823,0.827760217887675
"2","sensitivity",0.713391739674593,0.709381515477986,0.7174019638712
"3","specificity",0.830114333699373,0.82678384788049,0.833444819518257
"4","gmean",0.769543181794636,0.765808345750266,0.773278017839006
"5","auc",0.84804046204969,0.833150596541318,0.862930327558062
