"","measures","values","lower","upper"
"1","accuracy",0.724938574938575,0.720978296579308,0.728898853297842
"2","sensitivity",0.509386733416771,0.50495316186074,0.513820304972802
"3","specificity",0.736063561785414,0.732154544429861,0.739972579140968
"4","gmean",0.612324271383216,0.608003261034096,0.616645281732335
"5","auc",0.625969626945501,0.600896504477044,0.651042749413957
