"","measures","values","lower","upper"
"1","accuracy",0.777641277641278,0.773953395774446,0.78132915950811
"2","sensitivity",0.794743429286608,0.791161456593299,0.798325401979917
"3","specificity",0.776758607325108,0.773065510771296,0.78045170387892
"4","gmean",0.785699560464079,0.782060409689064,0.789338711239094
"5","auc",0.863452506965017,0.848941657478936,0.877963356451098
