"","measures","values","lower","upper"
"1","accuracy",0.789333178573501,0.783244527305961,0.795421829841041
"2","sensitivity",0.75754060324826,0.751141555987957,0.763939650508563
"3","specificity",0.791007392021504,0.784936554864978,0.79707822917803
"4","gmean",0.774093157782578,0.767849283406899,0.780337032158256
"5","auc",0.850053486593065,0.835688786142467,0.864418187043663
"6","cost_capture",57.5038590192985,56.7657575120115,58.2419605265855
