"","measures","values","lower","upper"
"1","accuracy",0.796935755324706,0.790929258718979,0.802942251930432
"2","sensitivity",0.796983758700696,0.790977791213503,0.802989726187889
"3","specificity",0.796933227442116,0.790926702976397,0.802939751907836
"4","gmean",0.796958492670913,0.790952246671739,0.802964738670088
"5","auc",0.875838673606198,0.862976560785,0.888700786427396
"6","cost_capture",60.0043261284387,59.2728660294333,60.7357862274441
